Question,Student,v_w1,v_w2,v_w3,v_w4,v_w5,v_w6,v_w7,v_w8,v_w9,v_w10,v_w11,v_w12,v_w13,v_w14,v_w15,v_w16,v_w17,v_w18,v_w19,v_w20,v_w21,v_w22,v_w23,v_w24,v_w25,v_w26,v_w27,v_w28,v_w29,v_w30,v_w31,v_w32,v_w33,v_w34,v_w35,v_w36,v_w37,v_w38,v_w39,v_w40,v_w41,v_w42,v_w43,v_w44,v_w45,v_w46,v_w47,v_w48,v_w49,v_w50,v_w51,v_w52,v_w53,v_w54,v_w55,v_w56,v_w57,v_w58,v_w59,v_w60,v_w61,v_w62,v_w63,v_w64,v_w65,v_w66,v_w67,v_w68,v_w69,v_w70,v_w71,v_w72,v_w73,v_w74,v_w75,v_w76,v_w77,v_w78,v_w79,v_w80,v_w81,v_w82,v_w83,v_w84,v_w85,v_w86,v_w87,v_w88,v_w89,v_w90,v_w91,v_w92,v_w93,v_w94,v_w95,v_w96
1,1,0.2826663450234466,-0.15753603778365585,-0.21935626864433289,0.07464507139391369,0.1974159007271131,0.25484117099808323,0.3595428665479024,0.13759028394189146,0.19463763810280296,0.013160408577985235,-0.007768081119542735,-0.2573401638720598,-0.3721502352919843,-0.04720600021796094,-0.10666245822277334,-0.17460157805018955,-0.0062238797545433044,0.15291992326577505,-0.09892630245950487,0.09726718112101986,-0.10076513472530577,0.11854903689689106,0.02203171607106924,-0.204215864961346,0.16346726421680716,-0.02338806067079228,0.42418693502744037,0.043405115113677714,0.37582551936308545,0.151674408155183,0.052474060820208654,-0.23008622601628304,0.25051354948017335,-0.137961122724745,-0.031536276219412684,-0.26859525342782337,0.13613720319699496,0.05086372901375095,-0.06516679800632927,-0.055058614247375064,-0.30404048206077683,0.18755001802411345,-0.2494942471385002,-0.011670146499656968,0.35824596550729537,0.16997628079520333,-0.23777873731321758,0.06060019595962432,0.192683389203416,0.022968110938866932,-0.36463292605347103,0.12237551270259751,-0.018243721686303616,-0.1716241617169645,-0.17791825553609264,0.18963929679658678,-0.04470292271839248,-0.08355322687162293,0.053686217301421695,-0.1376053210761812,-0.05521061089304011,-0.4796372784508599,-0.08075642130441135,0.006750147582756149,0.3301157553990682,-0.12354278109139866,0.1647850103262398,-0.10968372018800841,0.04118917282256815,0.07683662162162364,0.04778336671491464,0.17596409718195596,0.07877005305555132,-0.13018336612731218,-0.3188348710536957,-0.2878423531850179,-0.33545355954104,-0.3288422640826967,0.09009675488212249,-0.3106769083274735,-0.18018080252740118,-0.047932874825265676,-0.19476570556354192,-0.018259137661920652,-0.0472447234723303,0.25787760068972904,0.04740039383371671,0.3263288405206468,-0.3519306745794084,0.18230128102004528,-0.09393958002328873,0.08714728191908863,0.5099459687868754,0.3423425439331267,-0.18955614500575596,0.10134423813886112
1,2,0.26188949229461805,-0.11749911215156317,-0.138602455545749,0.10996064211108855,0.07851941710604089,0.15905043429562024,0.3338120755340372,0.07203402423432895,0.09135870070063642,0.10891296488365956,0.1338913313312722,-0.057761557666318755,-0.26252501724021776,-0.04191776391650949,-0.21949496851967915,-0.15245032869279385,-0.12853602612657206,0.296758800212826,-0.034035367758146355,0.13233566922800882,-0.1046734066247674,-0.02645900353257145,-0.005638224737984794,-0.28418250541601864,0.24477941303380898,-0.02877418904764844,0.29692346283367704,0.13412180303462914,0.28392970289236735,0.16864658009061323,0.08722766670065799,-0.1032435932595815,0.3054854539888246,-0.2676498642457383,-0.04504249039122702,-0.24168806762567588,0.12751419223578914,0.007841336008693491,-0.061966566435460536,0.16928049762334144,-0.11339592082159859,0.22900355979800224,-0.22143712054405892,0.014109638694208115,0.2756572694384626,0.187574281756367,-0.11171608045697212,0.21090206586190366,0.2005030922259071,-0.06904256556715284,-0.3212388852345092,-0.0353651958118592,0.02467564744126451,-0.05033924749919346,4.911625624767372e-05,0.07341650088450738,-0.09274022853268045,0.013859233419810022,0.04788938044969525,-0.12201548494132501,0.11953268758952618,-0.5008298882416317,-0.025577437648150538,-0.059561587404459715,0.3191893111382212,-0.12309283151158265,0.2199535658583045,-0.21418698251779592,0.14518313184713147,0.08451987337321043,-0.02819447365722486,0.17457591023828303,-0.03619419756744589,-0.1467620230146817,-0.2740748818697674,-0.24524143604295595,-0.289904084322708,-0.27996912971138954,-0.11541371262033603,-0.2330773643084935,-0.20164141191967896,-0.08894495692636285,-0.1839731180973883,-0.14239122984664782,0.041229876157428534,0.21474057898324514,0.0004616687074303627,0.16686888371727296,-0.35091468532170567,0.0922680374767099,-0.11300444283655711,0.0015038172049181803,0.47578241276953903,0.31073641404509544,-0.28855300029473646,0.1622892674391291
1,3,0.20977637830835122,-0.09768445474597123,-0.11904805096296164,0.05929192076795376,0.09281218281159034,0.22897341990700135,0.217866311279627,0.12617276823864534,0.15599091494312653,0.033624116313428834,0.06092597601505426,-0.04155244234089668,-0.2915500356600835,-0.028560770818820365,-0.15784323387421095,-0.16732959391979071,-0.24840707016678956,0.21322364417406228,0.022453172114462808,0.06113018296085871,-0.168501717539934,0.1556555244785089,0.03489806388433163,-0.30937716651421326,0.2076600280841096,0.14206724957777903,0.4372645622262588,0.1283129730190222,0.2584646229560559,0.22068747133016586,0.10767123045829627,-0.1490535820619418,0.2592231058157407,-0.1416395977855875,-0.07563224836037709,-0.2549106441438198,0.02741909220528144,0.0798414318034282,-0.06590510689868377,-0.050817392085893795,-0.234864058608834,0.20070075974441492,-0.11344200286727685,-0.06656236459429447,0.20217996549147826,0.12639870351323715,-0.09055471520584363,0.13049840611907151,0.22475764976563647,-0.051781435640385516,-0.28277936262580067,0.1421046695457055,-0.03091032000688406,-0.0899874702669107,-0.23917611344502523,0.09082695606384032,0.04869371931999922,0.052365124225616455,0.06993167156067032,-0.16005373889437088,0.02860676096035884,-0.5182559937238693,-0.04896096766774113,-0.025279327367360774,0.29698915951527083,-0.06980953007363357,0.15668207050811572,-0.240015403009378,0.08411662789204946,0.030095407631821357,0.07781135405485447,0.17897877082801783,0.003070384407272706,-0.16693756270867127,-0.18267388756458575,-0.26020091915359866,-0.28218064535982335,-0.2631640047408067,-0.07127584602970344,-0.331097370156875,-0.15542861389426085,0.04517599940299988,-0.2740900671252838,-0.059786694697462596,0.12645389515763292,0.1717305651579339,0.15605177780470023,0.1087067720408623,-0.3623358251956793,0.219541842261186,-0.08617526937562686,-0.05274243452228033,0.564356097808251,0.3036358975447141,-0.21791672534667528,0.08881015703082085
1,4,0.11898769491485187,-0.24275463446974754,-0.07739172060973942,0.07097720261663198,0.21167293882795743,0.149844762470041,0.1713350239608969,0.15532909559884242,0.08612745920462268,-0.07990584618112605,0.1189757010766438,0.05572978699845927,-0.2625003246856587,-0.030308603309094906,-0.2585109006613493,-0.20760700718632766,-0.1962061237011637,0.18515077659061976,-0.11855406314134598,-0.04588620524321284,-0.02992456645837852,0.204019535066826,-0.027487192302942276,-0.21862247612859523,0.1915745548903942,0.11949367603353624,0.4249382262517299,0.17001732531934977,0.2685353947537286,0.31096371582576204,-0.06598452106118202,-0.21628012880682945,0.3161536902189255,-0.09396645915694535,-0.2632801021848406,-0.16043987231595175,0.0933180171996355,0.03205273699547563,0.06885771453380585,-0.03346041989113603,-0.229101280814835,0.16141979662435396,-0.15617484971880913,0.11025439987757377,0.1369075562272753,0.25424026591437204,-0.17584062899862016,0.10738067821200405,0.11323311552405357,0.04047914035618305,-0.20113590705607617,0.024160025441753014,-0.0472814462014607,-0.04246418124863079,-0.21318165159651212,0.2190863381006888,0.0498306923545897,0.06920760364404746,0.15982710357223237,-0.036375305482319424,0.06385756204170841,-0.5455941323723111,-0.14648974473987306,-0.16653615715248243,0.2788118613617761,-0.1342626107590539,0.15569577632205828,-0.1399512067437172,0.024678788214389766,-0.013548102362879686,0.07476898688556892,0.17741636506148747,-0.08255808108619281,-0.14011873943465097,-0.18377681289400374,-0.22311512700148992,-0.2720806188881397,-0.33929350120680674,-0.06783840406153883,-0.3524107645664896,-0.16793677945887403,-0.0838292661522116,-0.24465008000177996,0.022022151754104664,0.08408224449626037,0.1586427834949323,0.07705579804522651,0.16726443277938025,-0.44452427327632904,0.34261917003563475,-0.024257678405514786,0.0019934781053702216,0.7437232051576886,0.27389751374721527,-0.2263594259108816,0.18113111518323421
1,5,0.2804470341652632,-0.08406691402196884,-0.1708907552063465,0.07068986898520961,0.13240491934120655,0.29928885102272035,0.24641915038228035,0.10191567845176905,0.31173279546201227,0.002665558084845543,-0.028297322138678284,-0.2662571132183075,-0.280984653532505,-0.030982356052845716,-0.12977643199265004,-0.1800900438800454,-0.09084704965353012,0.18691534223034978,-0.09799371683329809,0.015687603130936624,-0.20201287269592286,0.11426223302260041,0.041320647741667924,-0.21033850628882647,0.33830077201128006,0.00779475225135684,0.5207998365163803,0.10819914056919515,0.39895776808261874,0.23903039172291757,0.15578424073755742,-0.10162286181002855,0.2724344491958618,-0.29760453645139934,0.04303998225368559,-0.15392259219661356,0.1831021260470152,0.11474354499951005,-0.02199154570698738,-0.13830989301204683,-0.32982580065727235,0.26270789802074435,-0.10939914751797915,0.020316771091893317,0.2780009634792805,0.1789697537198663,-0.20429166331887244,0.10248520225286484,0.07874515168368816,0.030166542530059813,-0.38397503942251204,0.19751781821250916,-0.0532304834574461,-0.08699750568484887,-0.18686899207532406,0.20905139967799186,-0.1731424992904067,0.08945440612733364,-0.03205786880571395,-0.19370493814349174,-0.05525205237790942,-0.572931033372879,-0.04586351178586483,0.0025676405988633634,0.2835638388991356,-0.11439613848924637,0.10593209639191628,-0.11360899191349745,0.02527943765744567,0.014733714517205954,0.04562927223742008,0.270391845703125,0.16285944506525993,-0.2024887129664421,-0.22350844740867615,-0.4855849176645279,-0.3724991209805012,-0.2945344731211662,0.048623535223305224,-0.4353913888335228,-0.18845886439085008,0.014563411846756935,-0.23825346324592828,-0.13935145733412355,-0.03186572827398777,0.23264021538197993,0.016057922062464057,0.1822877508122474,-0.3396011084318161,0.1607690615579486,-0.0729902908205986,0.06131464578211308,0.5183364063501358,0.3382664367556572,-0.22734895253088325,0.025163764879107476
1,6,0.3044596746563911,-0.23761225789785384,-0.05784191582351923,0.032246633619070056,0.008056164905428886,0.17890947163105012,0.20794924199581147,0.056845740973949434,0.15593684762716292,0.1162471778690815,-0.039741933532059195,-0.20508408546447754,-0.3666646420955658,-0.007006316073238849,-0.07021638453006744,-0.18579239994287491,-0.0434440940618515,0.12591447979211806,0.09051404763013124,0.10629211328923702,-0.20375061109662057,0.1376573108136654,-0.02991205770522356,-0.21312539428472518,0.2583304136991501,0.038612659368664023,0.35906482934951783,0.00938504422083497,0.33617406487464907,0.3323391228914261,0.10799239203333855,-0.03846242912113666,0.26520371735095977,-0.24738732129335403,0.025094080809503795,-0.21840448677539825,0.18001140393316745,-0.010254041850566864,0.04233906418085098,-0.20838461816310883,-0.3128883808851242,0.16187304258346558,-0.3136275947093964,0.02605564408004284,0.3082380652427673,0.12682258822023867,-0.17733100354671477,-0.016897386219352484,0.18023825883865358,0.09819563403725624,-0.4016472935676575,0.26469012033194306,-0.10782507248222828,-0.03963890783488751,-0.19140419661998748,0.25047888457775114,-0.12481216415762901,0.0055424652993679045,0.1425113297998905,-0.2760378509759903,-0.12337844893336296,-0.5748366117477417,-0.06811268022283912,-0.05349514801055193,0.21433186233043672,-0.14467063471674918,0.1992930456995964,-0.16506631821393966,0.13437741100788117,0.08797037154436112,0.147004085034132,0.16624995321035385,-0.0005957812070846557,-0.09155927449464799,-0.18626541821286083,-0.42682870626449587,-0.20657114796340464,-0.2915661081671715,0.09224265813827515,-0.3591979771852493,-0.20647338256239892,0.14461772814393042,-0.1505644887685776,-0.12459724433720112,0.0825684355571866,0.3189159035682678,0.028635819553164764,0.1778453106060624,-0.2740354180335999,0.1339131060987711,0.02327996790409088,0.09714087918400764,0.447368186712265,0.42592127323150636,-0.3150732845067978,-0.09980531809851527
1,7,0.2701300254298581,-0.018228487422068913,-0.20411842233604854,0.08174678145183457,0.1547565617495113,0.2690261244359944,0.29784420794910854,0.06822322288321124,0.27426986975802314,0.0007741472994287809,-0.03384615687860383,-0.20162626687023374,-0.3413023087713454,-0.03101271018385887,-0.12108661803520387,-0.19040158722135755,-0.14174787948528925,0.17830795463588503,-0.07343200821843412,0.12478436446852154,-0.2348850452237659,0.16156729062398276,0.0725470491581493,-0.23680412769317627,0.2896821979019377,0.033693280963537596,0.5223256978723738,0.05445440444681379,0.4224113921324412,0.20783176066146958,0.2432979674388965,-0.16835947572771046,0.28889114823606277,-0.3665583100583818,0.07998375387655364,-0.16024650095237625,0.13893185390366447,0.12914503407147196,-0.06089696236368683,-0.11061271044632627,-0.347731136613422,0.2846145447757509,-0.10163531390329202,0.012514972645375464,0.3492409421337975,0.0669243981440862,-0.2747386346260707,0.11699265117446582,0.09520163221491708,-0.0453388604025046,-0.3735419851210382,0.33455251529812813,-0.07209706482374006,-0.16950861741012582,-0.13882174839576086,0.20464314934280184,-0.1452905779911412,0.21124616141120592,-0.05278075119066569,-0.15837734358178246,-0.0547366589307785,-0.548926419681973,-0.06000463209218449,-0.06989572569727898,0.3465232253074646,-0.16945094366868338,0.17813322610325283,-0.10042834364705616,-0.012902306806710031,0.030387437902390957,0.04646873494817151,0.275775719847944,0.1423073812491364,-0.10024222165035705,-0.22747746937804753,-0.47734660241338944,-0.2942473482754495,-0.30574340787198806,0.04282401853965388,-0.4242660088671578,-0.19406579890184933,0.08805259306811625,-0.25177955213520264,-0.18250959283775753,0.0456180762913492,0.19548145598835415,0.13698646715945667,0.18869433107061517,-0.33962501254346633,0.09956041350960732,-0.06756844061116378,0.020092849102285173,0.4731111195352342,0.3409077011876636,-0.36404455867078567,-0.049030188678039446
1,8,0.3387086382135749,-0.1800356819294393,-0.0823964660812635,0.026474882615730166,0.10374746182060335,0.21242790343239903,0.18816855549812317,0.0832552604842931,0.11091756471432745,-0.02076215681154281,-0.08006934868171811,-0.18045864207670093,-0.3126569679006934,-0.014894767897203565,-0.0677850704305456,-0.190865658223629,-0.01728074555285275,0.23794613545760512,-0.018024414544925094,0.11624543393554632,-0.14205704256892204,0.11343435198068619,0.036988490261137486,-0.2582106590270996,0.2200073590502143,-0.05123715661466122,0.4408746771514416,0.06616613108781166,0.340930450707674,0.1891361065208912,0.09098306018859148,-0.1090470131020993,0.3329728338867426,-0.26162459095939994,-0.02354492899030447,-0.20919200405478477,0.17976543167605996,0.0116395847289823,0.022252951515838504,-0.18046127702109516,-0.28672724356874824,0.23155599855817854,-0.23050678800791502,-0.04741331608965993,0.32802766375243664,0.08695255150087178,-0.15372670628130436,-0.04347954748664051,0.1307660723105073,0.06145553779788315,-0.34791569132357836,0.21240980993025005,-0.06893203314393759,-0.08660577895352617,-0.15166609681909904,0.27217073692008853,-0.03618820197880268,0.07240089680999517,0.07134836120530963,-0.18024314986541867,-0.05709820054471493,-0.5687408372759819,-0.11468361504375935,0.019665594212710857,0.34871591813862324,-0.12703424273058772,0.2048066142015159,-0.11096938911941834,0.0482871870190138,0.06622495726333,0.08573575969785452,0.13672636356204748,0.016065752366557717,-0.05374972123536281,-0.23162007657811046,-0.32383444532752037,-0.21677113324403763,-0.3899150788784027,0.06924461992457509,-0.3758125249296427,-0.1923429975286126,0.08419056166894734,-0.12237030733376741,-0.07063153339549899,0.14424993307329714,0.23290891386568546,0.06592870876193047,0.19323365692980587,-0.26925222331192344,0.12409932870650664,-0.02011602435959503,0.10020088992314413,0.3671789616346359,0.3841429352760315,-0.2704150602221489,-0.08891823462909088
1,9,0.24412356161822876,-0.07942662243213919,-0.03644244900594155,-0.005376852634880278,0.17688805051147938,0.18778344678382078,0.24485336078537834,-0.06409499626089302,0.1468926148696078,-0.043803460689054594,-0.007749128569331434,-0.1797716501686308,-0.3247993522220188,-0.09185795630845758,-0.13800632392263246,-0.15599531245728335,-0.07954971264633867,0.1256153080612421,-0.0006513502448797226,0.02314442443700197,-0.1658326346013281,0.15348835392958587,-0.04662413869260086,-0.1910405403210057,0.26336462961302864,0.016709584184961084,0.46651552120844525,0.052523336890670985,0.2594142858352926,0.2829677330123054,0.14184119216062957,-0.07977883636744486,0.3231836375263002,-0.17215876899556154,0.06667916228373845,-0.18937007793121868,0.15936677758064535,0.07639485949443446,-0.08957048614198963,-0.2133654434647825,-0.2902177878552013,0.24515146844916874,-0.20824543826488984,-0.07179082867999871,0.3633420334921943,0.10198443134625752,-0.1557101451843563,-0.05185724419748618,0.12428916804492474,-0.016586557755039796,-0.4683596690495809,0.3535385976235072,-0.05000658229821258,-0.0956612303853035,-0.23151955381035805,0.22070707608428267,-0.053440594838725194,0.1054034520768457,0.07658948293990558,-0.19989201323025757,-0.0472490758014222,-0.5388322571913401,-0.023706903888119593,0.06654595397412777,0.29691481755839455,-0.06469434127211571,0.24870853413206837,-0.10181564589341481,0.047194797131750316,0.09889861398066084,0.08912453671089476,0.10970285596946876,0.044992804527282715,-0.04976127571393994,-0.2777809616592195,-0.3424555187424024,-0.2943862405502134,-0.3087107663353284,0.022344015745653048,-0.3828559120496114,-0.20731693589025074,0.036468299105763435,-0.14546402916312218,-0.06537793162796232,0.01426112051639292,0.25868910882208085,0.13870331396659216,0.2437361100067695,-0.2608640756871965,0.1621538195759058,0.02479175840400987,0.10852774501674706,0.4701036711533864,0.33952081203460693,-0.4239092965920766,-0.06459257665038523
1,10,0.3097204012530191,-0.11421966180205345,-0.11073336111647743,0.054007478058338165,0.1685079676764352,0.2577026554250291,0.17052668971674784,0.07243715931794473,0.13255929734025682,0.0015544643891709192,-0.049808554883514135,-0.14291826981518949,-0.30106398250375477,0.009032631226416146,-0.12809564120003156,-0.12138436734676361,-0.13390627460155105,0.13892354629933834,-0.015970217729253427,0.14586182242991136,-0.21219082156728422,0.16812255286744662,0.00520252702491624,-0.24160524883440562,0.22726197647196905,-0.02815618964710406,0.44077065161296297,0.029012405978781835,0.37683160815920147,0.2747479996510914,0.18933647445269994,-0.07863990217447281,0.3405443642820631,-0.279056972690991,0.014740808800395046,-0.19954384810158185,0.24452983907290868,0.12722481867032392,-0.10501356476119586,-0.17835957663399832,-0.2457129465682166,0.3029856490237372,-0.16887430101633072,-0.017300781768946245,0.24026533216238022,0.07212440988847188,-0.24832413824541227,0.07731587520018886,0.03486911526748112,0.006201008534325021,-0.5254000467913491,0.32032380040202824,-0.013966221628444535,-0.09007750278604883,-0.20142785353319986,0.26879176391022547,-0.057924307084509304,0.18422925738351686,-0.005289054608770779,-0.24275036369051253,-0.07284387733255114,-0.6086500627653939,-0.05845459696969816,-0.057953344391924996,0.21931675395795278,-0.17029371884252345,0.18587592829551017,-0.1290573397917407,0.04394354970593538,0.042520198971033096,0.12703716542039598,0.22056356285299575,0.1155713466661317,-0.13140208540218218,-0.23919884062239102,-0.4348220761333193,-0.38530415296554565,-0.2809058353304863,0.10951368710292238,-0.43042836444718496,-0.16251275156225478,0.04221933228628976,-0.16905541718006134,-0.14353144967130252,0.03553821971373899,0.2514644925083433,0.17208574206701346,0.22056772666318075,-0.35174340435436796,0.21056716303740228,-0.0062825073088918415,0.056537027071629255,0.3806465949331011,0.3475783147982189,-0.34535036768232075,-0.045048074796795845
